"EventDetailID","EventID","ViolationID","Resolved?","DateResolved","DetailAttach","IncludeCitation"
356,176,136,1,5/28/2015 0:00:00,,1
357,176,88,1,5/28/2015 0:00:00,,1
358,177,113,1,5/28/2015 0:00:00,,0
359,177,88,1,5/28/2015 0:00:00,,0
360,178,136,1,5/22/2015 0:00:00,"DSCF0563.JPG",1
361,178,88,1,5/22/2015 0:00:00,,1
362,179,136,1,6/11/2015 0:00:00,,1
363,179,88,1,6/11/2015 0:00:00,,1
364,180,136,1,5/28/2015 0:00:00,,1
365,180,88,1,5/28/2015 0:00:00,,1
366,181,136,1,5/28/2015 0:00:00,,1
367,181,88,1,5/28/2015 0:00:00,,1
368,182,136,1,5/28/2015 0:00:00,,1
369,182,88,1,5/28/2015 0:00:00,,1
370,183,136,1,8/17/2015 0:00:00,,1
371,183,88,1,5/28/2015 0:00:00,,1
372,183,91,1,8/17/2015 0:00:00,,1
373,184,136,1,6/8/2015 0:00:00,,0
374,184,88,1,6/8/2015 0:00:00,,0
375,185,136,1,5/28/2015 0:00:00,,1
376,185,88,1,5/28/2015 0:00:00,,1
377,186,136,1,5/28/2015 0:00:00,,1
378,186,88,1,5/28/2015 0:00:00,,1
379,187,136,1,5/28/2015 0:00:00,,1
380,187,88,1,5/28/2015 0:00:00,,1
381,188,136,0,,,1
382,188,88,0,,,1
383,189,136,0,,,1
384,189,88,0,,,1
385,190,130,0,,,0
386,191,130,0,,,0
387,192,138,1,7/7/2015 0:00:00,,1
388,192,63,1,5/22/2015 0:00:00,,1
389,192,65,1,7/7/2015 0:00:00,,1
390,193,138,1,6/2/2015 0:00:00,,1
391,193,63,1,6/2/2015 0:00:00,,1
392,194,138,1,5/26/2015 0:00:00,,1
393,194,63,1,5/26/2015 0:00:00,,1
394,195,138,1,5/26/2015 0:00:00,"DSCF0591.JPG",1
395,195,63,1,5/26/2015 0:00:00,,1
396,196,138,1,5/26/2015 0:00:00,,1
397,196,63,1,5/26/2015 0:00:00,,1
398,197,138,0,,,1
399,197,63,0,,,1
400,198,130,1,5/15/2015 0:00:00,,0
401,201,138,1,6/2/2015 0:00:00,,1
402,201,63,1,6/2/2015 0:00:00,,1
403,202,136,1,6/17/2015 0:00:00,"DSCF0601.JPG;DSCF0602.JPG;DSCF0603.JPG;DSCF0604.JPG",0
404,202,88,1,6/17/2015 0:00:00,,0
405,203,136,1,6/8/2015 0:00:00,"DSCF0596.JPG;DSCF0597.JPG;DSCF0598.JPG",0
406,203,88,1,6/8/2015 0:00:00,,0
407,203,100,1,6/8/2015 0:00:00,,0
408,204,136,0,,"804 Negley Return to Sender.pdf;DSCF0595.JPG",1
409,204,88,0,,,1
412,206,136,1,5/28/2015 0:00:00,"DSCF0607.JPG;DSCF0608.JPG",1
413,206,88,1,5/28/2015 0:00:00,,1
414,208,136,0,,"DSCF0616.JPG",1
415,208,86,0,,,1
416,208,100,0,,,1
417,209,136,1,12/14/2015 0:00:00,,0
418,209,88,1,12/14/2015 0:00:00,,0
419,210,136,1,5/28/2015 0:00:00,,1
420,210,88,1,5/28/2015 0:00:00,,1
421,211,136,0,,"DSCF0609.JPG;DSCF0610.JPG",1
422,211,88,0,,,1
423,212,113,0,,"DSCF0611.JPG;DSCF0612.JPG;DSCF0613.JPG;DSCF0614.JPG;DSCF0615.JPG",0
424,214,136,0,,,1
425,214,86,0,,,1
426,214,100,0,,,1
427,214,101,0,,,1
428,214,91,0,,,1
429,215,136,0,,,0
430,215,86,0,,,0
431,215,100,0,,,0
432,215,101,0,,,0
433,215,91,0,,,0
434,216,136,1,6/22/2015 0:00:00,,1
435,216,88,1,6/22/2015 0:00:00,,1
436,217,136,1,5/28/2015 0:00:00,,1
437,217,88,1,5/28/2015 0:00:00,,1
438,218,136,1,,,1
439,218,88,1,,,1
440,219,136,1,5/28/2015 0:00:00,,1
441,219,88,1,5/28/2015 0:00:00,,1
442,220,136,0,,"4063 Miller Action Form.pdf",1
443,220,88,0,,,1
444,221,113,1,5/28/2015 0:00:00,"526 Lucia Action Form.pdf;DSCF0630.JPG",0
445,221,143,1,5/28/2015 0:00:00,,0
446,222,130,0,,"122 Kingsdale Return to Sender.pdf;DSCF0551.JPG",1
447,236,138,0,,,0
448,236,63,0,,,0
449,237,138,1,6/2/2015 0:00:00,,1
450,237,63,1,6/2/2015 0:00:00,,1
451,238,138,1,6/23/2015 0:00:00,,0
452,238,63,1,6/23/2015 0:00:00,,0
453,239,138,1,6/30/2015 0:00:00,,1
454,239,69,1,6/30/2015 0:00:00,,1
456,240,138,1,6/2/2015 0:00:00,,1
457,240,63,1,6/2/2015 0:00:00,,1
458,241,138,0,,,1
459,241,63,0,,,1
460,242,138,1,6/9/2015 0:00:00,"DSCF0652.JPG;DSCF0711.JPG",1
461,242,63,1,6/9/2015 0:00:00,,1
462,250,138,1,7/7/2015 0:00:00,,1
463,250,65,1,7/7/2015 0:00:00,,1
464,251,138,0,,"341 Churchill Action Form.pdf;DSCF0642.JPG;DSCF0643.JPG;DSCF0644.JPG;DSCF0645.JPG;DSCF0646.JPG",0
465,251,65,1,6/23/2015 0:00:00,,0
466,251,61,0,,,0
467,251,69,1,6/23/2015 0:00:00,,0
468,252,138,0,,,1
469,252,69,0,,,1
470,253,130,1,6/5/2015 0:00:00,,0
471,253,63,1,6/5/2015 0:00:00,,0
472,254,138,1,6/2/2015 0:00:00,,1
473,254,63,1,6/2/2015 0:00:00,,1
474,255,138,1,6/12/2015 0:00:00,"3824 Henley Action Form.pdf",1
475,255,63,1,6/12/2015 0:00:00,,1
476,256,136,0,,,1
477,256,88,0,,,1
478,257,136,1,6/8/2015 0:00:00,,1
479,257,88,1,6/8/2015 0:00:00,,1
480,258,136,0,,,1
481,258,86,0,,,1
483,259,136,0,,,1
484,259,86,0,,,1
485,259,100,0,,,1
486,259,88,0,,,1
487,260,113,1,6/17/2015 0:00:00,"DSCF0679.JPG;DSCF0680.JPG;DSCF0681.JPG",0
488,260,88,1,6/17/2015 0:00:00,,0
489,261,138,1,6/5/2015 0:00:00,"3849 Henley Action Form.pdf",1
490,261,63,1,6/5/2015 0:00:00,,1
491,262,138,1,6/19/2015 0:00:00,,1
492,262,63,1,6/19/2015 0:00:00,,1
493,263,136,1,6/8/2015 0:00:00,"DSCF0694.JPG",1
494,263,86,1,6/8/2015 0:00:00,,1
495,264,136,1,6/3/2015 0:00:00,"DSCF0682.JPG;DSCF0683.JPG",1
496,264,88,1,6/3/2015 0:00:00,,1
497,265,136,1,,"DSCF0700.JPG",1
498,265,92,1,6/8/2015 0:00:00,,1
499,265,134,1,,,1
500,266,136,1,10/7/2015 0:00:00,"DSCF0684.JPG;DSCF0685.JPG;DSCF0686.JPG",0
501,266,88,1,10/7/2015 0:00:00,,0
502,268,136,1,6/25/2015 0:00:00,,1
503,268,92,1,6/25/2015 0:00:00,,1
504,268,86,0,,,1
505,269,136,1,6/8/2015 0:00:00,,1
506,269,88,1,6/8/2015 0:00:00,,1
507,270,130,1,6/16/2015 0:00:00,"2323 Forest Action Form.pdf",0
508,271,139,1,6/19/2015 0:00:00,,0
509,272,138,1,6/5/2015 0:00:00,"DSCF0713.JPG",1
510,272,63,1,6/5/2015 0:00:00,,1
511,273,138,1,1/26/2016 0:00:00,"DSCF0704.JPG;DSCF0705.JPG;DSCF0706.JPG",1
512,274,138,0,,"17 Garden Ter Action Form.pdf",0
513,274,64,0,,,0
514,274,63,1,6/9/2015 0:00:00,,0
515,273,144,1,1/26/2016 0:00:00,,1
516,273,63,1,6/9/2015 0:00:00,,1
517,276,113,1,6/3/2015 0:00:00,,0
518,278,136,0,,,1
519,278,86,0,,,1
520,278,88,1,6/15/2015 0:00:00,,1
521,279,136,1,12/14/2015 0:00:00,,1
522,279,88,1,12/14/2015 0:00:00,,1
523,280,136,1,6/22/2015 0:00:00,"DSCF0716.JPG;DSCF0717.JPG",1
524,280,91,1,6/22/2015 0:00:00,,1
525,281,136,0,,"DSCF0718.JPG",1
526,281,92,1,6/8/2015 0:00:00,,1
527,281,100,0,,,1
528,282,136,1,7/6/2015 0:00:00,"DSCF0720.JPG;DSCF0721.JPG;DSCF0722.JPG;DSCF0723.JPG;DSCF0724.JPG",1
529,282,88,1,7/6/2015 0:00:00,,1
530,283,136,1,6/8/2015 0:00:00,"DSCF0725.JPG",1
531,283,88,1,6/8/2015 0:00:00,,1
532,284,136,1,8/10/2015 0:00:00,"DSCF0726.JPG",1
533,284,88,1,8/10/2015 0:00:00,,1
534,286,113,1,8/17/2015 0:00:00,,0
535,287,136,1,6/15/2015 0:00:00,"DSCF0729.JPG;DSCF0730.JPG;DSCF0731.JPG",0
536,287,88,1,6/15/2015 0:00:00,,0
537,291,130,1,6/12/2015 0:00:00,"DSCF0738.JPG;DSCF0739.JPG",0
538,292,138,1,6/30/2015 0:00:00,"DSCF0740.JPG;DSCF0741.JPG",1
539,292,63,1,6/30/2015 0:00:00,,1
540,293,63,1,6/12/2015 0:00:00,"DSCF0742.JPG;DSCF0743.JPG;DSCF0744.JPG",0
541,294,138,1,6/9/2015 0:00:00,"DSCF0745.JPG",1
542,294,63,1,6/9/2015 0:00:00,,1
543,295,130,1,6/2/2015 0:00:00,"43 Churchill Action Form.pdf",0
544,296,130,1,6/5/2015 0:00:00,"2337 Greensburg Pike Action Form.pdf",0
545,297,138,1,7/7/2015 0:00:00,"DSCF0733.JPG;DSCF0734.JPG;DSCF0735.JPG;DSCF0736.JPG;DSCF0737.JPG",0
546,297,63,1,7/7/2015 0:00:00,,0
547,302,136,1,6/18/2015 0:00:00,"DSCF0746.JPG;DSCF0747.JPG;DSCF0748.JPG;DSCF0749.JPG",1
548,302,88,1,6/18/2015 0:00:00,,1
549,303,136,0,,"DSCF0750.JPG",1
550,303,88,0,,,1
551,304,113,1,6/22/2015 0:00:00,"DSCF0751.JPG;DSCF0752.JPG;DSCF0753.JPG",0
552,304,88,1,6/22/2015 0:00:00,,0
553,306,136,1,6/15/2015 0:00:00,,0
554,306,92,1,6/15/2015 0:00:00,,0
555,307,136,1,6/11/2015 0:00:00,"DSCF0758.JPG",0
556,307,137,1,6/11/2015 0:00:00,,0
557,307,100,1,6/11/2015 0:00:00,,0
558,309,136,0,,"DSCF0754.JPG;DSCF0755.JPG;DSCF0756.JPG",0
559,309,88,0,,,0
560,310,136,1,6/17/2015 0:00:00,"DSCF0770.JPG;DSCF0771.JPG;DSCF0772.JPG",0
561,310,88,1,6/17/2015 0:00:00,,0
562,311,136,0,,,0
563,311,88,1,6/22/2015 0:00:00,,0
564,311,86,0,,,0
565,311,100,0,,,0
566,312,138,1,6/12/2015 0:00:00,"DSCF0773.JPG;DSCF0774.JPG",0
567,312,69,1,6/12/2015 0:00:00,,0
568,313,138,1,6/16/2015 0:00:00,"7 Barton Action Form.pdf;DSCF0779.JPG;DSCF0780.JPG;DSCF0781.JPG",0
569,313,69,1,6/16/2015 0:00:00,,0
570,313,63,1,6/16/2015 0:00:00,,0
571,314,138,1,6/19/2015 0:00:00,"DSCF0778.JPG",0
572,314,63,1,6/19/2015 0:00:00,,0
573,315,138,1,6/9/2015 0:00:00,"DSCF0783.JPG;DSCF0784.JPG;DSCF0785.JPG",0
574,315,132,1,6/9/2015 0:00:00,,0
575,316,138,1,6/19/2015 0:00:00,"DSCF0786.JPG",0
576,316,69,1,6/19/2015 0:00:00,,0
577,317,130,1,6/16/2015 0:00:00,,0
578,318,138,1,6/12/2015 0:00:00,"DSCF0775.JPG;DSCF0776.JPG",0
579,318,64,1,6/12/2015 0:00:00,,0
580,319,130,1,6/9/2015 0:00:00,"DSCF0777.JPG",0
581,320,138,0,,"DSCF0791.JPG;DSCF0792.JPG;DSCF0793.JPG",1
582,320,63,1,6/19/2015 0:00:00,,1
583,320,69,0,,,1
584,321,138,1,6/12/2015 0:00:00,"DSCF0787.JPG;DSCF0788.JPG",0
585,321,69,1,6/12/2015 0:00:00,,0
586,322,130,1,6/23/2015 0:00:00,"DSCF0789.JPG;DSCF0790.JPG",0
587,322,63,1,6/23/2015 0:00:00,,0
588,325,113,1,6/15/2015 0:00:00,,0
589,325,100,1,6/15/2015 0:00:00,,0
590,326,136,1,6/18/2015 0:00:00,"DSCF0812.JPG",0
591,326,100,1,6/18/2015 0:00:00,,0
592,326,137,1,6/18/2015 0:00:00,,0
593,327,136,1,6/18/2015 0:00:00,"DSCF0813.JPG",0
594,327,88,1,6/18/2015 0:00:00,,0
595,328,136,1,6/25/2015 0:00:00,"DSCF0814.JPG",0
596,328,88,1,6/25/2015 0:00:00,,0
597,329,136,1,6/18/2015 0:00:00,"DSCF0814.JPG",0
598,329,88,1,6/18/2015 0:00:00,,0
599,330,136,1,6/25/2015 0:00:00,"DSCF0815.JPG",0
600,330,88,1,6/25/2015 0:00:00,,0
601,331,136,1,6/25/2015 0:00:00,"DSCF0815.JPG",0
602,331,88,1,6/25/2015 0:00:00,,0
603,332,136,1,12/14/2015 0:00:00,"DSCF0804.JPG",0
604,332,88,1,12/14/2015 0:00:00,,0
605,333,136,0,,,0
606,333,88,0,,,0
607,334,130,1,6/12/2015 0:00:00,,0
608,335,138,1,7/8/2015 0:00:00,,0
609,335,63,1,7/8/2015 0:00:00,,0
610,335,69,1,7/8/2015 0:00:00,,0
611,336,113,1,10/7/2015 0:00:00,"DSCF0798.JPG;DSCF0799.JPG;DSCF0800.JPG;DSCF0801.JPG;DSCF0802.JPG;DSCF0803.JPG",0
612,336,88,1,10/7/2015 0:00:00,,0
613,336,131,1,10/7/2015 0:00:00,,0
614,337,136,1,,,1
615,337,100,1,,,0
616,337,105,1,,,0
617,338,136,1,6/22/2015 0:00:00,,0
618,338,88,1,6/22/2015 0:00:00,,0
619,339,136,0,,,0
620,339,91,0,,,0
621,340,138,1,6/19/2015 0:00:00,,0
622,340,69,1,6/19/2015 0:00:00,,0
623,341,139,1,6/19/2015 0:00:00,,0
624,344,136,0,,"DSCF0852.JPG;DSCF0853.JPG",0
625,344,88,0,,,0
626,345,136,0,,"DSCF0857.JPG",0
627,345,134,0,,,0
628,346,136,1,7/13/2015 0:00:00,"DSCF0849.JPG;DSCF0850.JPG;DSCF0851.JPG",0
629,346,92,1,7/13/2015 0:00:00,,0
630,347,113,1,6/25/2015 0:00:00,,0
631,347,91,1,6/25/2015 0:00:00,,0
632,348,136,0,,,0
633,348,92,0,,,0
634,349,136,0,,"DSCF0863.JPG",0
635,349,86,0,,,0
636,349,100,0,,,0
637,351,138,1,6/23/2015 0:00:00,,0
638,351,63,1,6/23/2015 0:00:00,,0
639,352,138,1,6/30/2015 0:00:00,,0
640,352,61,1,6/30/2015 0:00:00,,0
641,352,69,1,6/30/2015 0:00:00,,0
642,354,136,1,7/6/2015 0:00:00,,0
643,354,88,1,7/6/2015 0:00:00,,0
644,355,136,0,,,0
645,355,92,0,,,0
646,356,138,1,7/7/2015 0:00:00,,0
647,356,63,1,7/7/2015 0:00:00,,0
648,357,138,1,6/30/2015 0:00:00,,0
649,357,66,1,6/30/2015 0:00:00,,0
650,357,139,1,6/30/2015 0:00:00,,0
651,358,138,0,,,0
652,358,63,0,,,0
653,359,138,0,,,0
654,359,63,0,,,0
655,367,136,0,,"DSCF0885.JPG",0
656,367,91,0,,,0
657,368,136,1,8/10/2015 0:00:00,"DSCF0884.JPG",0
658,368,88,1,8/10/2015 0:00:00,,0
659,369,136,0,,,0
660,369,86,0,,,0
661,369,100,0,,,0
662,370,136,1,,,0
663,370,86,1,,,0
664,370,100,1,,,0
665,371,136,0,,"DSCF0890.JPG",0
666,371,86,0,,,0
667,371,101,0,,,0
668,371,102,0,,,0
669,371,88,0,,,0
670,372,136,0,,,0
671,372,88,0,,,0
672,373,136,1,6/25/2015 0:00:00,,0
673,373,88,1,6/25/2015 0:00:00,,0
674,375,136,1,12/14/2015 0:00:00,,0
675,375,88,1,12/14/2015 0:00:00,,0
676,376,113,1,6/25/2015 0:00:00,,0
677,377,138,1,7/7/2015 0:00:00,,0
678,377,63,1,7/7/2015 0:00:00,,0
679,378,138,1,6/30/2015 0:00:00,"DSCF0894.JPG",0
680,378,63,1,6/30/2015 0:00:00,,0
681,379,138,1,7/7/2015 0:00:00,"DSCF0892.JPG",0
682,379,63,1,7/7/2015 0:00:00,,0
683,380,113,1,6/25/2015 0:00:00,,0
684,386,113,1,6/22/2015 0:00:00,,0
685,385,113,1,6/22/2015 0:00:00,,0
686,384,113,0,,,0
687,383,113,1,6/22/2015 0:00:00,,0
688,382,113,1,6/25/2015 0:00:00,,0
689,387,113,1,6/22/2015 0:00:00,,0
690,388,113,1,6/22/2015 0:00:00,,0
691,389,113,1,6/22/2015 0:00:00,,0
692,391,138,1,7/8/2015 0:00:00,,0
693,391,69,1,7/8/2015 0:00:00,,0
694,392,138,0,,,0
695,392,65,0,,,0
696,393,138,1,7/17/2015 0:00:00,,0
697,393,63,1,7/17/2015 0:00:00,,0
698,394,130,1,7/14/2015 0:00:00,,0
699,396,136,1,7/13/2015 0:00:00,,0
700,396,92,1,7/13/2015 0:00:00,,0
701,397,136,1,7/6/2015 0:00:00,,0
702,397,88,1,7/6/2015 0:00:00,,0
703,398,136,1,7/13/2015 0:00:00,,0
704,398,88,1,7/13/2015 0:00:00,,0
705,399,136,1,7/1/2015 0:00:00,,0
706,399,88,1,7/1/2015 0:00:00,,0
707,400,136,1,9/3/2015 0:00:00,,0
708,400,100,1,9/3/2015 0:00:00,,0
709,401,136,1,7/13/2015 0:00:00,,0
710,401,88,1,7/13/2015 0:00:00,,0
711,402,136,1,7/9/2015 0:00:00,,0
712,402,88,1,7/9/2015 0:00:00,,0
713,403,136,0,,,0
714,403,88,0,,,0
715,404,136,1,7/9/2015 0:00:00,,0
716,404,88,1,7/9/2015 0:00:00,,0
717,405,136,1,7/9/2015 0:00:00,,0
718,405,88,1,7/9/2015 0:00:00,,0
719,407,136,0,,,0
720,407,86,0,,,0
721,407,100,0,,,0
722,407,88,0,,,0
723,408,136,0,,,0
724,408,88,0,,,0
725,409,136,1,7/20/2015 0:00:00,,0
726,409,88,1,7/20/2015 0:00:00,,0
727,410,136,1,8/17/2015 0:00:00,,0
728,410,91,1,8/17/2015 0:00:00,,0
729,411,113,0,,,0
730,412,136,1,7/13/2015 0:00:00,,0
731,412,88,1,7/13/2015 0:00:00,,0
732,413,136,0,,,1
733,413,86,0,,,0
734,413,100,0,,,0
735,414,136,1,7/15/2015 0:00:00,,1
736,414,100,1,7/15/2015 0:00:00,,0
737,415,136,0,,,1
738,415,88,0,,,0
739,416,136,0,,,0
740,416,91,0,,,0
741,417,136,1,,,0
742,417,92,1,,,0
743,417,134,1,,,0
744,417,88,1,,,0
745,418,136,1,,,0
746,418,86,1,,,0
747,418,100,1,,,0
748,423,136,1,8/3/2015 0:00:00,,0
749,423,86,1,8/3/2015 0:00:00,,0
750,423,100,1,8/3/2015 0:00:00,,0
751,424,136,1,10/7/2015 0:00:00,,0
752,424,88,1,10/7/2015 0:00:00,,0
753,424,131,1,10/7/2015 0:00:00,,0
754,428,130,1,8/4/2015 0:00:00,,0
755,428,145,1,8/4/2015 0:00:00,,0
756,429,130,1,8/18/2015 0:00:00,,0
757,429,145,1,8/18/2015 0:00:00,,0
758,430,130,1,7/14/2015 0:00:00,,0
759,431,138,1,7/14/2015 0:00:00,,0
760,431,63,1,7/14/2015 0:00:00,,0
761,432,138,1,8/4/2015 0:00:00,,0
762,432,63,1,8/4/2015 0:00:00,,0
763,433,130,1,7/10/2015 0:00:00,,0
764,433,139,1,7/10/2015 0:00:00,,0
766,434,138,1,7/14/2015 0:00:00,,0
767,434,69,1,7/14/2015 0:00:00,,0
768,435,138,0,,,0
769,435,63,0,,,0
770,436,130,1,7/21/2015 0:00:00,,0
771,436,139,1,7/21/2015 0:00:00,,0
772,438,130,0,,,0
774,439,130,1,7/14/2015 0:00:00,,0
775,440,130,1,7/14/2015 0:00:00,,0
776,441,130,1,7/14/2015 0:00:00,,0
777,442,138,1,7/21/2015 0:00:00,,0
778,442,63,1,7/21/2015 0:00:00,,0
779,444,130,0,,,0
783,447,136,1,,,0
784,447,102,1,,,0
785,447,105,1,,,0
786,447,137,1,,,0
787,448,136,1,7/20/2015 0:00:00,,0
788,448,88,1,7/20/2015 0:00:00,,0
789,449,136,1,7/13/2015 0:00:00,,0
790,449,88,1,7/13/2015 0:00:00,,0
791,450,136,0,,,0
792,450,88,0,,,0
793,451,136,1,7/13/2015 0:00:00,,0
794,451,88,1,7/13/2015 0:00:00,,0
795,452,136,1,7/13/2015 0:00:00,,0
796,452,88,1,7/13/2015 0:00:00,,0
797,453,136,1,7/20/2015 0:00:00,,0
798,453,88,1,7/20/2015 0:00:00,,0
799,454,113,1,7/20/2015 0:00:00,,0
800,455,130,0,,,0
801,456,136,1,8/10/2015 0:00:00,,0
802,456,91,1,8/10/2015 0:00:00,,0
803,457,136,1,7/23/2015 0:00:00,,0
804,457,88,1,7/23/2015 0:00:00,,0
805,458,136,1,8/10/2015 0:00:00,,0
806,458,91,1,8/10/2015 0:00:00,,0
807,459,136,0,,,0
808,459,88,0,,,0
809,461,136,1,7/20/2015 0:00:00,,0
810,461,100,1,7/20/2015 0:00:00,,0
811,461,105,1,7/20/2015 0:00:00,,0
812,461,137,1,7/20/2015 0:00:00,,0
813,462,113,1,8/24/2015 0:00:00,,0
814,463,136,0,,,0
815,463,86,0,,,0
816,463,100,0,,,0
817,463,105,0,,,0
818,465,136,1,7/20/2015 0:00:00,,0
819,465,88,1,7/20/2015 0:00:00,,0
820,466,136,1,8/10/2015 0:00:00,,0
821,466,91,1,8/10/2015 0:00:00,,0
822,467,113,1,7/20/2015 0:00:00,,0
823,467,137,1,7/20/2015 0:00:00,,0
824,461,92,1,7/20/2015 0:00:00,,0
825,468,138,1,7/21/2015 0:00:00,,0
826,468,69,1,7/21/2015 0:00:00,,0
827,468,139,1,7/21/2015 0:00:00,,0
828,469,138,1,7/21/2015 0:00:00,,0
829,469,69,1,7/21/2015 0:00:00,,0
830,470,130,1,7/14/2015 0:00:00,,0
831,471,138,1,7/22/2015 0:00:00,,0
832,471,63,1,7/22/2015 0:00:00,,0
833,472,130,0,,,0
834,473,138,1,7/17/2015 0:00:00,,0
835,473,63,1,7/17/2015 0:00:00,,0
836,474,130,1,7/14/2015 0:00:00,,0
837,475,138,0,,,0
