"EventDetailID","EventID","ViolationID","Resolved?","DateResolved","DetailAttach","IncludeCitation"
838,475,140,0,,,0
839,476,138,0,,,0
840,476,69,0,,,0
841,477,136,0,,,0
842,480,136,1,8/3/2015 0:00:00,,0
843,480,88,1,8/3/2015 0:00:00,,0
844,481,136,0,,,0
845,481,88,0,,,0
846,482,136,1,7/20/2015 0:00:00,,0
847,482,88,1,7/20/2015 0:00:00,,0
848,483,136,1,7/23/2015 0:00:00,,0
849,483,88,1,7/23/2015 0:00:00,,0
850,485,136,0,,,0
851,485,88,0,,,0
852,486,113,1,7/15/2015 0:00:00,,0
853,489,113,1,8/27/2015 0:00:00,,0
854,491,146,0,,,0
855,492,146,1,8/18/2015 0:00:00,,0
856,493,146,0,,,0
857,494,146,1,8/25/2015 0:00:00,,0
858,495,146,1,7/21/2015 0:00:00,,0
859,496,146,1,7/21/2015 0:00:00,,0
860,497,146,1,7/22/2015 0:00:00,,0
861,498,146,1,8/18/2015 0:00:00,,0
862,499,138,1,8/4/2015 0:00:00,,0
863,499,63,1,8/4/2015 0:00:00,,0
864,500,130,1,8/4/2015 0:00:00,,0
865,502,130,0,,,0
866,501,138,0,,,0
867,501,63,0,,,0
868,504,136,0,,,0
869,504,88,0,,,0
870,505,136,1,7/23/2015 0:00:00,,0
871,505,88,1,7/23/2015 0:00:00,,0
872,506,136,1,,,0
873,506,86,1,,,0
874,506,100,1,,,0
875,507,136,0,,,0
876,507,86,0,,,0
877,507,100,0,,,0
878,507,88,0,,,0
879,508,136,0,,,0
880,508,88,0,,,0
881,509,136,1,8/24/2015 0:00:00,,0
882,509,88,1,8/24/2015 0:00:00,,0
883,510,136,1,8/3/2015 0:00:00,,0
884,510,88,1,8/3/2015 0:00:00,,0
885,511,136,0,,,0
886,511,88,0,,,0
887,512,113,0,,,0
888,513,136,0,,,0
889,513,88,0,,,0
890,514,136,0,,,0
891,514,88,0,,,0
892,488,136,0,,,0
893,488,86,0,,,0
894,488,100,0,,,0
895,520,136,1,,,0
896,520,88,1,,,0
897,521,136,1,8/17/2015 0:00:00,,0
898,521,86,1,8/17/2015 0:00:00,,0
899,522,136,0,,,0
900,522,86,0,,,0
901,523,130,1,7/21/2015 0:00:00,,0
902,528,138,1,8/4/2015 0:00:00,,0
903,528,63,1,8/4/2015 0:00:00,,0
904,529,138,1,8/5/2015 0:00:00,,0
905,529,63,1,8/5/2015 0:00:00,,0
906,530,138,0,,,0
907,530,63,0,,,0
908,531,136,0,,,0
909,531,100,0,,,0
910,532,136,1,8/3/2015 0:00:00,,0
911,532,88,1,8/3/2015 0:00:00,,0
912,533,136,1,8/10/2015 0:00:00,,0
913,533,91,1,8/10/2015 0:00:00,,0
914,534,136,0,,,0
915,534,86,0,,,0
916,534,102,0,,,0
917,534,105,0,,,0
918,535,113,0,,,0
919,536,113,0,,,0
920,536,86,0,,,0
921,536,100,0,,,0
922,537,113,1,8/10/2015 0:00:00,,0
923,539,113,1,10/7/2015 0:00:00,,0
924,541,136,1,8/10/2015 0:00:00,,0
925,541,88,1,8/10/2015 0:00:00,,0
926,542,136,1,8/24/2015 0:00:00,,0
927,542,88,1,8/24/2015 0:00:00,,0
928,546,113,0,,,0
929,547,113,1,8/10/2015 0:00:00,,0
930,547,137,1,8/10/2015 0:00:00,,0
931,550,130,1,8/14/2015 0:00:00,,0
932,550,64,0,,,0
933,550,69,1,8/14/2015 0:00:00,,0
934,551,130,1,8/11/2015 0:00:00,,0
935,552,138,1,9/1/2015 0:00:00,,0
936,552,63,1,9/1/2015 0:00:00,,0
937,553,138,0,,,0
938,553,65,0,,,0
939,553,63,1,9/1/2015 0:00:00,,0
940,554,138,1,8/7/2015 0:00:00,,0
941,554,63,1,8/7/2015 0:00:00,,0
942,556,130,1,8/25/2015 0:00:00,,0
943,557,130,1,8/11/2015 0:00:00,,0
944,555,138,0,,,0
945,555,65,0,,,1
946,558,138,0,,,0
947,558,63,0,,,1
948,560,130,1,8/11/2015 0:00:00,,0
949,560,139,1,8/11/2015 0:00:00,,0
950,561,130,1,8/28/2015 0:00:00,,0
951,561,145,1,8/28/2015 0:00:00,,0
952,562,138,0,,,0
953,562,65,0,,,0
954,563,130,1,8/7/2015 0:00:00,,0
955,563,61,0,,,0
956,563,132,1,8/7/2015 0:00:00,,0
957,564,130,1,10/9/2015 0:00:00,,0
958,564,60,1,10/9/2015 0:00:00,,0
959,565,130,0,,,0
960,565,60,0,,,0
961,565,63,1,10/9/2015 0:00:00,,0
962,566,130,1,8/11/2015 0:00:00,,0
963,568,113,1,8/10/2015 0:00:00,,0
964,568,100,1,8/10/2015 0:00:00,,0
965,569,136,1,9/3/2015 0:00:00,,0
966,569,100,1,9/3/2015 0:00:00,,0
967,570,136,1,8/12/2015 0:00:00,,0
968,570,88,1,8/12/2015 0:00:00,,0
969,571,136,1,11/2/2015 0:00:00,,0
970,571,91,1,11/2/2015 0:00:00,,0
971,572,136,1,8/10/2015 0:00:00,,0
972,572,88,1,8/10/2015 0:00:00,,0
973,573,136,1,9/9/2015 0:00:00,,0
974,573,91,1,9/9/2015 0:00:00,,0
975,567,136,1,8/17/2015 0:00:00,,0
976,567,91,1,8/17/2015 0:00:00,,0
977,574,136,0,,,0
978,574,88,0,,,0
979,575,136,1,8/13/2015 0:00:00,,0
980,575,88,1,8/13/2015 0:00:00,,0
981,577,113,1,8/13/2015 0:00:00,,0
982,578,113,1,8/12/2015 0:00:00,,0
983,579,113,0,,,0
984,580,136,1,9/28/2015 0:00:00,,0
985,580,91,1,9/28/2015 0:00:00,,0
986,580,88,1,9/28/2015 0:00:00,,0
987,581,138,1,8/11/2015 0:00:00,,0
988,581,63,1,8/11/2015 0:00:00,,0
989,582,138,1,8/18/2015 0:00:00,,0
990,582,63,1,8/18/2015 0:00:00,,0
991,293,140,0,,,0
992,587,136,1,8/20/2015 0:00:00,,0
993,587,88,1,8/20/2015 0:00:00,,0
994,588,136,1,8/24/2015 0:00:00,,0
995,588,88,1,8/24/2015 0:00:00,,0
996,589,136,1,8/17/2015 0:00:00,,0
997,589,88,1,8/17/2015 0:00:00,,0
998,590,136,1,8/17/2015 0:00:00,,0
999,590,88,1,8/17/2015 0:00:00,,0
1000,591,136,1,8/13/2015 0:00:00,,0
1001,591,88,1,8/13/2015 0:00:00,,0
1002,592,136,1,8/24/2015 0:00:00,,0
1003,592,88,1,8/24/2015 0:00:00,,0
1004,596,130,1,9/1/2015 0:00:00,,0
1005,597,138,1,8/21/2015 0:00:00,,0
1006,597,63,1,8/21/2015 0:00:00,,0
1007,598,138,1,8/21/2015 0:00:00,,0
1008,598,63,1,8/21/2015 0:00:00,,0
1009,599,130,1,8/14/2015 0:00:00,,0
1010,599,139,1,8/14/2015 0:00:00,,0
1011,600,130,1,8/18/2015 0:00:00,,0
1012,600,139,1,8/18/2015 0:00:00,,0
1013,601,138,1,8/18/2015 0:00:00,,0
1014,601,145,1,8/18/2015 0:00:00,,0
1015,602,138,0,,,0
1016,602,63,0,,,0
1017,603,136,1,8/24/2015 0:00:00,,0
1018,603,88,1,8/24/2015 0:00:00,,0
1019,604,136,0,,,0
1020,604,88,0,,,0
1021,605,136,1,8/17/2015 0:00:00,,0
1022,605,88,1,8/17/2015 0:00:00,,0
1023,606,136,1,10/1/2015 0:00:00,,0
1024,606,88,1,10/1/2015 0:00:00,,0
1025,607,136,1,8/24/2015 0:00:00,,0
1026,607,88,1,8/24/2015 0:00:00,,0
1027,608,136,1,8/24/2015 0:00:00,,0
1028,608,88,1,8/24/2015 0:00:00,,0
1029,609,113,1,8/17/2015 0:00:00,,0
1030,610,136,1,8/24/2015 0:00:00,,0
1031,610,91,1,8/24/2015 0:00:00,,0
1032,612,136,1,8/24/2015 0:00:00,,0
1033,612,88,1,8/24/2015 0:00:00,,0
1034,613,113,1,8/24/2015 0:00:00,,0
1035,614,113,1,8/26/2015 0:00:00,,0
1036,614,88,1,8/26/2015 0:00:00,,0
1037,615,113,0,,,0
1038,616,136,0,,,0
1039,616,86,0,,,0
1040,616,100,0,,,0
1041,617,136,1,8/20/2015 0:00:00,,0
1042,617,88,1,8/20/2015 0:00:00,,0
1043,618,136,1,9/3/2015 0:00:00,,0
1044,618,88,1,9/3/2015 0:00:00,,0
1045,619,136,1,8/20/2015 0:00:00,,0
1046,619,88,1,8/20/2015 0:00:00,,0
1047,621,130,0,,,0
1048,622,138,1,9/18/2015 0:00:00,,0
1049,622,69,1,9/18/2015 0:00:00,,0
1050,622,63,1,9/18/2015 0:00:00,,0
1051,624,138,1,10/9/2015 0:00:00,,0
1052,624,60,1,10/9/2015 0:00:00,,0
1053,630,136,1,10/7/2015 0:00:00,,0
1054,630,88,1,10/7/2015 0:00:00,,0
1055,631,136,0,,,0
1056,631,86,0,,,0
1057,631,100,0,,,0
1058,632,136,1,8/31/2015 0:00:00,,0
1059,632,91,1,8/31/2015 0:00:00,,0
1060,633,136,1,8/24/2015 0:00:00,,0
1061,633,88,1,8/24/2015 0:00:00,,0
1062,634,136,1,8/24/2015 0:00:00,,0
1063,634,88,1,8/24/2015 0:00:00,,0
1064,635,136,1,8/24/2015 0:00:00,,0
1065,635,88,1,8/24/2015 0:00:00,,0
1066,636,136,1,8/17/2015 0:00:00,,0
1067,636,88,1,8/17/2015 0:00:00,,0
1068,637,113,1,8/17/2015 0:00:00,,0
1069,637,137,1,8/17/2015 0:00:00,,0
1070,638,136,1,8/20/2015 0:00:00,,0
1071,638,88,1,8/20/2015 0:00:00,,0
1072,639,136,1,8/24/2015 0:00:00,,0
1073,639,88,1,8/24/2015 0:00:00,,0
1074,640,136,1,8/24/2015 0:00:00,,0
1075,640,88,1,8/24/2015 0:00:00,,0
1076,641,136,1,8/24/2015 0:00:00,,0
1077,641,88,1,8/24/2015 0:00:00,,0
1078,642,136,1,8/26/2015 0:00:00,,0
1079,642,88,1,8/26/2015 0:00:00,,0
1080,643,136,1,8/26/2015 0:00:00,,0
1081,643,88,1,8/26/2015 0:00:00,,0
1082,644,113,1,9/3/2015 0:00:00,,0
1083,645,136,0,,,0
1084,645,88,0,,,0
1085,646,138,0,,,0
1086,646,63,0,,,0
1087,652,130,0,,,0
1088,653,130,1,8/21/2015 0:00:00,,0
1089,653,139,1,8/21/2015 0:00:00,,0
1090,654,130,1,8/28/2015 0:00:00,,0
1091,654,139,1,8/28/2015 0:00:00,,0
1092,655,138,1,9/1/2015 0:00:00,,0
1093,655,63,1,9/1/2015 0:00:00,,0
1094,661,113,1,8/24/2015 0:00:00,,0
1095,661,137,1,8/24/2015 0:00:00,,0
1096,662,136,1,9/3/2015 0:00:00,,0
1097,662,100,1,9/3/2015 0:00:00,,0
1098,664,136,1,4/21/2016 0:00:00,,0
1099,664,86,1,4/21/2016 0:00:00,,0
1100,666,136,1,8/24/2015 0:00:00,,0
1101,666,137,1,8/24/2015 0:00:00,,0
1102,666,101,1,8/24/2015 0:00:00,,0
1103,666,105,1,8/24/2015 0:00:00,,0
1104,668,130,1,8/25/2015 0:00:00,,0
1105,668,132,1,8/25/2015 0:00:00,,0
1106,674,138,0,,,0
1107,674,64,0,,,0
1108,676,113,1,8/31/2015 0:00:00,,0
1109,676,137,1,8/31/2015 0:00:00,,0
1110,677,136,1,8/31/2015 0:00:00,,0
1111,677,88,1,8/31/2015 0:00:00,,0
1112,679,138,1,9/1/2015 0:00:00,,0
1113,679,63,1,9/1/2015 0:00:00,,0
1114,680,130,1,8/28/2015 0:00:00,,0
1115,680,139,1,8/28/2015 0:00:00,,0
1116,681,130,1,8/28/2015 0:00:00,,0
1117,681,139,1,8/28/2015 0:00:00,,0
1118,682,130,1,8/28/2015 0:00:00,,0
1119,682,139,1,8/28/2015 0:00:00,,0
1120,683,138,0,,,0
1121,683,63,0,,,0
1122,683,139,0,,,0
1123,684,138,1,9/1/2015 0:00:00,,0
1124,684,63,1,9/1/2015 0:00:00,,0
1125,687,138,0,,,0
1126,687,65,0,,,0
1127,688,113,1,8/27/2015 0:00:00,,0
1128,688,137,1,8/27/2015 0:00:00,,0
1129,690,147,1,8/26/2015 0:00:00,,0
1130,691,147,1,8/26/2015 0:00:00,,0
1131,692,147,1,8/26/2015 0:00:00,,0
1132,693,147,1,8/26/2015 0:00:00,,0
1133,694,136,1,8/31/2015 0:00:00,,0
1134,694,88,1,8/31/2015 0:00:00,,0
1135,695,136,1,9/3/2015 0:00:00,,0
1136,695,100,1,9/3/2015 0:00:00,,0
1137,696,113,1,8/31/2015 0:00:00,,0
1138,696,100,1,8/31/2015 0:00:00,,0
1139,697,147,1,8/27/2015 0:00:00,,0
1140,623,130,0,,,0
1141,686,130,0,,,0
1142,701,136,0,,,0
1143,701,88,0,,,0
1144,702,136,0,,,0
1145,702,88,0,,,0
1146,706,130,1,9/8/2015 0:00:00,,0
1147,706,139,1,9/8/2015 0:00:00,,0
1148,707,130,1,9/4/2015 0:00:00,,0
1149,707,139,1,9/4/2015 0:00:00,,0
1150,708,138,1,9/8/2015 0:00:00,,0
1151,708,63,1,9/8/2015 0:00:00,,0
1152,709,130,1,9/11/2015 0:00:00,,0
1153,709,145,1,9/11/2015 0:00:00,,0
1154,710,130,1,9/1/2015 0:00:00,,0
1155,711,130,1,9/4/2015 0:00:00,,0
1156,711,139,1,9/4/2015 0:00:00,,0
1157,712,138,1,9/25/2015 0:00:00,,0
1158,712,65,1,9/25/2015 0:00:00,,0
1159,713,130,0,,,0
1161,665,136,0,,"David Cindric Citation.pdf",0
1162,665,100,0,,,0
1163,714,113,1,9/3/2015 0:00:00,,0
1164,715,113,1,9/3/2015 0:00:00,,0
1165,716,113,1,9/3/2015 0:00:00,,0
1166,717,113,1,9/3/2015 0:00:00,,0
1167,718,151,1,9/18/2015 0:00:00,,0
1168,718,69,1,9/18/2015 0:00:00,,0
1169,719,151,1,9/18/2015 0:00:00,,0
1170,719,63,1,9/18/2015 0:00:00,,0
1171,720,149,1,9/11/2015 0:00:00,,0
1172,720,139,1,9/11/2015 0:00:00,,0
1173,721,149,1,9/11/2015 0:00:00,,0
1174,721,139,1,9/11/2015 0:00:00,,0
1175,724,152,1,9/17/2015 0:00:00,,0
1176,724,88,1,9/17/2015 0:00:00,,0
1177,725,152,1,9/21/2015 0:00:00,,0
1178,725,88,1,9/21/2015 0:00:00,,0
1179,726,152,1,9/21/2015 0:00:00,,0
1180,726,88,1,9/21/2015 0:00:00,,0
1181,727,152,1,9/21/2015 0:00:00,,0
1182,727,88,1,9/21/2015 0:00:00,,0
1183,728,152,1,9/21/2015 0:00:00,,0
1184,728,88,1,9/21/2015 0:00:00,,0
1185,729,152,1,9/21/2015 0:00:00,,0
1186,729,88,1,9/21/2015 0:00:00,,0
1187,730,152,0,,,0
1188,730,88,0,,,0
1189,731,152,0,,,0
1190,731,88,0,,,0
1191,732,152,1,10/22/2015 0:00:00,,0
1192,732,88,1,10/22/2015 0:00:00,,0
1193,733,152,1,10/22/2015 0:00:00,,0
1194,733,88,1,10/22/2015 0:00:00,,0
1197,737,113,1,9/21/2015 0:00:00,,0
1198,738,152,1,9/28/2015 0:00:00,,0
1199,738,88,1,9/28/2015 0:00:00,,0
1200,739,151,1,9/22/2015 0:00:00,,0
1201,739,63,1,9/22/2015 0:00:00,,0
1202,740,151,0,,,0
1203,740,61,0,,,0
1204,745,152,1,9/23/2015 0:00:00,,0
1205,745,88,1,9/23/2015 0:00:00,,0
1206,745,86,1,9/23/2015 0:00:00,,0
1207,746,152,1,9/21/2015 0:00:00,,0
1208,746,88,1,9/21/2015 0:00:00,,0
1209,747,152,1,9/17/2015 0:00:00,,0
1210,747,100,1,9/17/2015 0:00:00,,0
1211,748,152,1,9/21/2015 0:00:00,,0
1212,748,100,1,9/21/2015 0:00:00,,0
1213,749,152,0,,,0
1214,749,88,0,,,0
1215,749,100,1,9/23/2015 0:00:00,,0
1216,751,152,0,,,0
1217,751,86,0,,,0
1218,751,100,0,,,0
1219,752,152,1,11/2/2015 0:00:00,,0
1220,752,91,1,11/2/2015 0:00:00,,0
1221,753,130,0,,,0
1222,756,130,1,9/15/2015 0:00:00,,0
1223,757,130,1,9/15/2015 0:00:00,,0
1224,758,151,1,9/25/2015 0:00:00,,0
1225,758,63,1,9/25/2015 0:00:00,,0
1226,759,149,1,9/22/2015 0:00:00,,0
1227,759,139,1,9/22/2015 0:00:00,,0
1228,760,149,1,9/22/2015 0:00:00,,0
1229,760,139,1,9/22/2015 0:00:00,,0
1230,761,149,1,9/22/2015 0:00:00,,0
1231,761,139,1,9/22/2015 0:00:00,,0
1232,762,151,1,9/18/2015 0:00:00,,0
1233,762,132,1,9/18/2015 0:00:00,,0
1234,764,130,1,9/18/2015 0:00:00,,0
1235,764,61,1,9/18/2015 0:00:00,,0
1236,765,150,0,,,0
1237,765,154,0,,,0
1238,768,152,0,,,0
1239,768,88,0,,,0
1240,769,152,1,12/10/2015 0:00:00,,0
1241,769,100,1,12/10/2015 0:00:00,,0
1242,770,152,1,10/22/2015 0:00:00,,0
1243,770,88,1,10/22/2015 0:00:00,,0
1244,771,152,1,10/22/2015 0:00:00,,0
1245,771,88,1,10/22/2015 0:00:00,,0
1246,772,152,1,9/23/2015 0:00:00,,0
1247,772,100,1,9/23/2015 0:00:00,,0
1248,774,151,1,9/29/2015 0:00:00,,0
1249,774,63,1,9/29/2015 0:00:00,,0
1250,775,151,1,9/29/2015 0:00:00,,0
1251,775,63,1,9/29/2015 0:00:00,,0
1252,776,151,1,10/20/2015 0:00:00,,0
1253,776,63,1,10/20/2015 0:00:00,,0
1254,777,151,1,9/29/2015 0:00:00,,0
1255,777,69,1,9/29/2015 0:00:00,,0
1256,778,149,1,9/25/2015 0:00:00,,0
1257,778,139,1,9/25/2015 0:00:00,,0
1258,779,152,1,10/5/2015 0:00:00,,0
1259,779,88,1,10/5/2015 0:00:00,,0
1260,780,152,1,11/2/2015 0:00:00,,0
1261,780,88,1,11/2/2015 0:00:00,,0
1262,781,152,1,10/5/2015 0:00:00,,0
1263,781,88,1,10/5/2015 0:00:00,,0
1264,782,152,0,,,0
1265,782,88,0,,,0
1266,783,152,1,10/5/2015 0:00:00,,0
1267,783,88,1,10/5/2015 0:00:00,,0
1268,784,152,0,,,0
1269,784,85,0,,,0
1270,785,153,1,10/1/2015 0:00:00,,0
1271,785,137,1,10/1/2015 0:00:00,,0
1272,786,152,1,10/7/2015 0:00:00,,0
1273,786,88,1,10/7/2015 0:00:00,,0
1274,787,152,1,9/28/2015 0:00:00,,0
1275,787,91,1,9/28/2015 0:00:00,,0
1276,788,152,0,,,0
1277,788,91,0,,,0
1278,789,151,0,,,0
1279,789,63,0,,,0
1280,790,151,0,,,0
1281,790,63,0,,,0
1282,791,130,0,,,0
1283,792,130,1,9/25/2015 0:00:00,,0
1284,793,152,0,,"James Alm Citation.pdf",0
1285,793,100,0,,,1
1286,794,153,0,,,0
1287,794,137,0,,,0
1288,795,153,1,10/1/2015 0:00:00,,0
1289,795,137,1,10/1/2015 0:00:00,,0
1290,796,153,1,10/1/2015 0:00:00,,0
1291,796,137,1,10/1/2015 0:00:00,,0
1292,797,152,1,,,0
1293,797,92,1,,,0
1294,798,153,1,10/1/2015 0:00:00,,0
1295,798,137,1,10/1/2015 0:00:00,,0
1296,799,153,1,10/1/2015 0:00:00,,0
1297,799,137,1,10/1/2015 0:00:00,,0
1298,801,113,0,,,0
1299,805,130,1,9/25/2015 0:00:00,,0
1300,806,151,1,10/6/2015 0:00:00,,0
1301,806,65,1,10/6/2015 0:00:00,,0
1302,812,149,0,,,0
1303,812,139,0,,,0
1304,813,152,1,4/21/2016 0:00:00,,0
1305,813,86,1,4/21/2016 0:00:00,,0
1306,814,153,1,10/5/2015 0:00:00,,0
1307,814,137,1,10/5/2015 0:00:00,,0
1308,815,152,1,10/7/2015 0:00:00,,0
1309,815,92,1,10/7/2015 0:00:00,,0
1310,816,152,1,10/5/2015 0:00:00,,0
1311,816,92,1,10/5/2015 0:00:00,,0
1312,817,152,1,10/15/2015 0:00:00,,0
1313,817,92,1,10/15/2015 0:00:00,,0
1314,818,152,1,10/5/2015 0:00:00,,0
1315,818,88,1,10/5/2015 0:00:00,,0
1316,804,130,1,,,0
1317,824,151,1,10/23/2015 0:00:00,,0
1318,824,60,1,10/23/2015 0:00:00,,0
1319,823,113,1,10/15/2015 0:00:00,,0
1320,830,151,1,10/20/2015 0:00:00,,0
1321,830,63,1,10/20/2015 0:00:00,,0
1322,831,152,1,10/22/2015 0:00:00,,0
1323,831,88,1,10/22/2015 0:00:00,,0
1324,832,152,1,10/22/2015 0:00:00,,0
1325,832,88,1,10/22/2015 0:00:00,,0
1326,833,152,1,12/10/2015 0:00:00,,0
1327,833,100,1,12/10/2015 0:00:00,,0
1328,834,152,1,11/2/2015 0:00:00,,0
1329,834,88,1,11/2/2015 0:00:00,,0
1330,836,150,0,,,0
1331,836,146,0,,,0
1332,836,151,1,1/26/2016 0:00:00,,0
1333,836,144,1,1/26/2016 0:00:00,,0
1334,837,151,1,10/20/2015 0:00:00,,0
1335,837,63,1,10/20/2015 0:00:00,,0
1336,838,151,1,10/20/2015 0:00:00,,0
1337,838,63,1,10/20/2015 0:00:00,,0
1338,839,151,0,,,0
1339,839,63,0,,,0
1340,841,149,1,10/20/2015 0:00:00,,0
1341,841,139,1,10/20/2015 0:00:00,,0
1342,842,149,1,10/20/2015 0:00:00,,0
1343,842,139,1,10/20/2015 0:00:00,,0
1344,843,149,1,10/20/2015 0:00:00,,0
1345,843,139,1,10/20/2015 0:00:00,,0
1346,844,153,1,10/21/2015 0:00:00,,0
1347,844,137,1,10/21/2015 0:00:00,,0
1348,844,152,1,10/21/2015 0:00:00,,0
1349,844,86,1,10/21/2015 0:00:00,,0
1350,844,100,1,10/21/2015 0:00:00,,0
1351,844,131,1,10/21/2015 0:00:00,,0
1352,845,153,1,10/22/2015 0:00:00,,0
1353,845,137,1,10/22/2015 0:00:00,,0
1354,846,152,0,,,0
1355,846,91,0,,,0
